Code;Name area;Number ;Full name;Address;Head;Phone code;Contact number;E-mail;Website;Russian language,amount OGE;Russian language,GPA OGE;Russian language,spravlyaemost OGE;Mathematics,amount OGE;Mathematics,GPA OGE;Mathematics,spravlyaemost OGE;Russian language,amount EGE;Russian language,GPA EGE;Russian language,spravlyaemost EGE;Mathematics profil,amount EGE;Mathematics profil,GPA EGE;Mathematics profil,spravlyaemost EGE;Mathematics base,amount EGE;Mathematics base,GPA EGE;Mathematics base,spravlyaemost EGE;Physics,amount EGE;Physics,GPA EGE;Physics,spravlyaemost EGE;Chemistry,amount EGE;Chemistry,GPA EGE;Chemistry,spravlyaemost EGE;Computer science,amount EGE;Computer science,GPA EGE;Computer science,spravlyaemost EGE;Biology,amount EGE;Biology,GPA EGE;Biology,spravlyaemost EGE;History,amount EGE;History,GPA EGE;History,spravlyaemost EGE;Geography,amount EGE;Geography,GPA EGE;Geography,spravlyaemost EGE;English,amount EGE;English,GPA EGE;English,spravlyaemost EGE;Social Studies,amount EGE;Social Studies,GPA EGE;Social Studies,spravlyaemost EGE;Literature,amount EGE;Literature,GPA EGE;Literature,spravlyaemost EGE;Lat;Long
760405;г. Ярославль;31;"Муниципальное общеобразовательное учреждение ""Средняя школа № 31""";150046, Ярославская обл., г. Ярославль, ул. Нефтяников, д.26;Алешина Татьяна Николаевна;4852;310535;yarsch031@yandex.ru;http://school31.edu.yar.ru;39;30,7;100;39;16,4;100;27;73,6;100;25;51,9;92;19;4,1;100;5;52,4;100;3;74,3;100;1;51;100;6;59,2;100;7;49;100;-;-;-;1;90;100;16;59,3;87,5;-;-;-;57.583923;39.828443
760406;г. Ярославль;32;"Муниципальное общеобразовательное учреждение ""Средняя школа № 32 имени В.В.Терешковой""";150002, Ярославская обл., г. Ярославль, ул. Лесная, д.1б;Монахова Марина Николаевна;4852;450302;yarsch032@yandex.ru;http://school32.edu.yar.ru;11;25,4;100;11;17,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.60287;39.840867
760407;г. Ярославль;40;"Муниципальное общеобразовательное учреждение ""Средняя школа № 40""";150002, Ярославская обл., г. Ярославль, ул. Будкина, д.11;Клёпова Светлана Станиславовна;4852;214485;yarsch040@yandex.ru;http://school40.edu.yar.ru;38;30,6;100;38;13,8;97,4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.607528;39.83359
760409;г. Ярославль;75;"Муниципальное общеобразовательное учреждение ""Средняя школа № 75""";150023, Ярославская обл., г. Ярославль, ул. Рыкачева, д.1;Прокопчук Алла Павловна;4852;441618;yarsch075@yandex.ru;http://school75.edu.yar.ru;41;30;100;41;15,1;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.578267;39.842367
760410;г. Ярославль;86;"Муниципальное общеобразовательное учреждение ""Лицей № 86""";150023, Ярославская обл., г. Ярославль, ул. Зелинского, д.6;Большакова Ольга Владимировна;4852;470456;yarlicey086@yandex.ru;http://www.licey86.ru/;134;32,6;100;134;23,1;100;84;74;100;81;54,8;97,5;17;4,3;100;29;59,6;100;26;62,7;100;22;60;90,9;23;67,3;100;5;48,6;100;1;58;100;6;74,7;100;33;58,3;90,9;3;64,3;100;57.581515;39.839429
760411;г. Ярославль;96;"Муниципальное общеобразовательное учреждение ""Открытая (сменная) школа № 96""";150003, Ярославская обл., г. Ярославль, ул. Стачек, д.57;Меньшакова Ольга Сергеевна;4852;327395;yarsch096@yandex.ru;http://school96.edu.yar.ru;58;24,7;100;57;11,2;100;24;47,7;100;3;31;100;22;2,9;77,3;-;-;-;2;31,5;0;-;-;-;3;41,7;100;5;29,4;40;-;-;-;-;-;-;7;30,4;14,3;2;25;50;57.609601;39.831938
760412;г. Ярославль;6;"Муниципальное общеобразовательное учреждение ""Санаторная школа-интернат № 6""";150002, Ярославская обл., г. Ярославль, ул. Лесная, д.5;Чупин Николай Владимирович;4852;217124;yarschin006@yandex.ru;http://int6-yar.edu.yar.ru;22;28,9;100;22;16,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.602035;39.8404
760501;г. Ярославль;3;"Муниципальное общеобразовательное учреждение ""Средняя школа № 3""";150043, Ярославская обл., г. Ярославль, ул. Жукова, д.7а;Истратий Елена Константиновна;4852;734640;yarsch003@yandex.ru;http://school3.edu.yar.ru;25;33,2;100;25;16,9;100;17;69,4;100;17;32,9;58,8;17;3,8;100;5;49,2;100;-;-;-;1;34;0;3;40,7;100;10;35,7;50;-;-;-;1;53;100;14;46,4;57,1;2;50;100;57.641038;39.829862
760502;г. Ярославль;9;"Муниципальное общеобразовательное учреждение ""Средняя школа № 9 имени Ивана Ткаченко""";150043, Ярославская обл., г. Ярославль, ул. Чкалова, д.26;Шевченко Сергей Борисович;4852;722811;yarsch009@yandex.ru;http://yarschool9.ru;41;30,1;100;41;15;100;18;65,7;100;10;43,7;90;16;4,1;100;1;47;100;1;58;100;-;-;-;1;59;100;1;79;100;-;-;-;-;-;-;16;53,5;93,8;2;49,5;100;57.638229;39.841819
760504;г. Ярославль;30;"Муниципальное общеобразовательное учреждение ""Средняя школа № 30""";150031, Ярославская обл., г. Ярославль, ул. Угличская, д.60;Птицына Надежда Юрьевна;4852;517338;yarsch030@yandex.ru;http://school30.edu.yar.ru;45;29,2;100;45;18,7;100;25;62,9;100;19;38,8;73,7;25;4;96;4;55,3;100;-;-;-;4;61,3;100;5;54,4;100;4;48,3;100;2;43,5;100;2;37;100;15;53,5;93,3;2;63,5;100;57.634534;39.818364
760505;г. Ярославль;36;"Муниципальное общеобразовательное учреждение ""Средняя школа № 36""";150054, Ярославская обл., г. Ярославль, ул. Щапова, д.14;Каретина Елена Львовна;4852;738286;yarsch036@yandex.ru;http://school36.edu.yar.ru;108;31,8;100;108;19,8;100;59;76,2;100;48;50,4;95,8;15;4,1;100;16;54,8;100;6;55,2;100;7;69,7;100;9;61,7;100;11;50,6;90,9;1;69;100;15;69,5;100;36;63;97,2;3;61,7;100;57.63345;39.854638
760506;г. Ярославль;37;"Муниципальное общеобразовательное учреждение ""Средняя школа № 37 с углубленным изучением английского языка""";150003, Ярославская обл., г. Ярославль, ул. Советская, д.66;Евстратова Екатерина Сергеевна;4852;736740;yarsch037@yandex.ru;http://school37.edu.yar.ru;54;32,6;100;54;18,8;100;34;76;100;28;54,2;100;8;3,9;100;3;64;100;7;54,3;100;3;66,7;100;6;62,3;100;13;62;100;-;-;-;14;75,9;100;25;69,2;100;2;70,5;100;57.63873;39.880123
760508;г. Ярославль;44;"муниципальное общеобразовательное учреждение ""Средняя школа № 44""";150040, Ярославская обл., г. Ярославль, ул. Победы, д.28;Бабунина Светлана Юрьевна;4852;250895;yarsch044@yandex.ru;http://www.scho44.narod.ru;53;27;98,1;53;11,5;96,2;35;51,3;100;25;24,1;36;30;3,2;90;3;42,7;100;-;-;-;3;50;100;6;33,8;33,3;6;28,7;50;3;36,7;66,7;-;-;-;32;38,6;46,9;-;-;-;57.633517;39.870619
760509;г. Ярославль;57;"Муниципальное общеобразовательное учреждение ""Средняя школа № 57""";150003, Ярославская обл., г. Ярославль, ул. Советская, д.71;Майорова Вера Александровна;4852;304309;yarsch057@yandex.ru;http://school57.edu.yar.ru;15;29,1;100;15;12,3;100;18;64,2;100;15;34,1;60;17;4,1;100;2;52,5;100;-;-;-;-;-;-;3;37;66,7;7;52,1;100;1;58;100;1;54;100;12;58,7;100;3;56;100;57.64046;39.873431
760510;г. Ярославль;71;"Муниципальное общеобразовательное учреждение ""Средняя школа № 71""";150040, Ярославская обл., г. Ярославль, ул. Свердлова, д.62;Медведева Ольга Васильевна;4852;738720;yarsch071@yandex.ru;http://school71.edu.yar.ru;67;33,9;100;67;17,2;100;51;67,7;100;40;32,2;65;48;3,7;93,8;4;49;100;2;57;100;2;43;50;12;55,9;100;12;39,4;75;1;43;100;-;-;-;37;48,1;73;4;50,3;100;57.631098;39.866648
760511;г. Ярославль;74;"Муниципальное общеобразовательное учреждение ""Средняя школа № 74 имени Ю.А.Гагарина""";150054, Ярославская обл., г. Ярославль, ул. Тургенева, д.14;Буханцева Елена Борисовна;4852;735575;yarsch074@yandex.ru;http://school74.edu.yar.ru;38;28;100;38;14,5;100;27;71,2;100;21;42,8;90,5;14;3,9;100;11;44,4;90,9;2;55;50;4;52,5;100;6;51,2;66,7;8;56,5;100;-;-;-;1;84;100;23;54,4;73,9;1;47;100;57.633214;39.849059
760512;г. Ярославль;76;"Муниципальное общеобразовательное учреждение ""Средняя школа № 76""";150031, Ярославская обл., г. Ярославль, ул. Автозаводская, д.69д;Герасимов Сергей Дмитриевич;4852;276712;yarsch076@yandex.ru;http://school76.edu.yar.ru/;49;29,5;100;49;16,8;100;20;64,9;100;17;39;82,4;20;4,3;100;-;-;-;1;29;0;5;61;100;3;51,3;100;7;44,6;100;-;-;-;2;68;100;18;56,8;94,4;1;68;100;57.64086;39.819541
760514;г. Ярославль;94;"Муниципальное общеобразовательное учреждение ""Открытая (сменная) школа № 94""";150040, Ярославская обл., г. Ярославль, ул. З.Космодемьянской, д.4а;Шитова Елена Михайловна;4852;791760;yarsch094@yandex.ru;http://school94.edu.yar.ru;45;24,6;100;45;9,4;97,8;28;55,7;100;11;27,5;36,4;26;3,5;92,3;2;42;100;1;45;100;3;29,7;33,3;3;44,3;66,7;3;45,3;100;1;51;100;2;62;100;10;44,8;70;3;31,3;66,7;57.64085;39.872595
760601;г. Ярославль;6;"муниципальное общеобразовательное учреждение ""Средняя школа № 6 им. Подвойского""";150057, Ярославская обл., г. Ярославль, пр. Подвойского, д.11;Чезлова Ольга Анатольевна;4852;483530;yarsch006@yandex.ru;http://school6.edu.yar.ru;18;32,6;100;18;15,6;100;14;70,6;100;9;50,4;100;10;4,1;100;-;-;-;1;69;100;2;76;100;3;47;66,7;5;45,6;100;-;-;-;1;41;100;12;59,1;91,7;-;-;-;57.576448;39.850721
760602;г. Ярославль;14;"Муниципальное общеобразовательное учреждение ""Средняя школа № 14 им.Лататуева В.Н.""";150030, Ярославская обл., г. Ярославль, ул. Гоголя, д.7;Ширкина Ольга Альбертовна;4852;476197;yarsch014@yandex.ru;http://www.sch14.ru;55;31,5;100;55;17,7;100;41;68,3;100;30;36,5;90;26;3,7;96,2;11;45,1;90,9;3;57,3;100;1;62;100;5;61,8;100;5;48,8;80;-;-;-;3;54,3;100;22;56,2;95,5;1;78;100;57.592857;39.869613
760603;г. Ярославль;16;"Муниципальное общеобразовательное учреждение ""Средняя школа № 16""";150001, Ярославская обл., г. Ярославль, ул. Туговская, д.11;Моденова Ольга Алексеевна;4852;305731;yarsch016@yandex.ru;http://school16.edu.yar.ru;19;22,7;89,5;19;8,3;73,7;9;38,9;100;-;-;-;8;2,9;87,5;-;-;-;-;-;-;-;-;-;-;-;-;1;57;100;-;-;-;-;-;-;1;59;100;-;-;-;57.610238;39.895296
760604;г. Ярославль;18;"Муниципальное общеобразовательное учреждение ""Средняя школа № 18""";150048, Ярославская обл., г. Ярославль, ул. Слепнева, д.26;Антонова Надежда Валентиновна;4852;440350;yarsch018@yandex.ru;http://school18.edu.yar.ru;83;32,6;100;83;15,9;96,4;53;70,2;100;38;46,7;86,8;37;4,1;100;11;50,3;100;6;53,7;83,3;8;45,1;75;7;55,9;100;14;53,4;100;-;-;-;9;65,1;100;33;56;100;3;61,7;100;57.580979;39.859156
760605;г. Ярославль;21;"Муниципальное общеобразовательное учреждение ""Средняя школа № 21 имени А.М. Достоевского""";150006, Ярославская обл., г. Ярославль, ул. Ильинская, д.14;Киселев Валерий Анатольевич;4852;410976;yarsch021@yandex.ru;http://school21.edu.yar.ru;64;29,4;100;64;14,3;90,6;26;74,2;100;16;52,1;93,8;20;4,3;100;2;66,5;100;3;60;100;-;-;-;7;53,1;100;7;48,3;85,7;-;-;-;4;80,8;100;22;58;81,8;1;71;100;57.579498;39.919919
760607;г. Ярославль;23;"Муниципальное общеобразовательное учреждение ""Средняя школа № 23""";150006, Ярославская обл., г. Ярославль, ул. Светлая, д.36;Тоболкина Ирина Сергеевна;4852;488171;yarsch23@yandex.ru;http://school23.edu.yar.ru;38;30,6;100;38;16,6;97,4;27;74;100;23;50,8;91,3;21;4,4;100;5;59,8;100;3;63,3;100;4;41,5;50;2;49;100;2;62,5;100;-;-;-;2;19;50;17;62,5;100;3;52,7;100;57.56958;39.929288
760608;г. Ярославль;28;"муниципальное общеобразовательное учреждение ""Средняя школа № 28""";150035, Ярославская обл., г. Ярославль, ул. Калинина, д.35а;Андронова Ольга Викторовна;4852;449845;yarsch028@yandex.ru;http://76202s028.edusite.ru;67;30,1;100;67;15,6;98,5;28;66,2;100;22;41,8;81,8;20;4,3;100;3;52,3;100;4;50,8;100;1;42;100;10;47,4;90;3;60,3;100;-;-;-;-;-;-;16;61,9;100;1;68;100;57.57139;39.866693
760609;г. Ярославль;35;"Муниципальное общеобразовательное учреждение ""Основная школа № 35""";150035, Ярославская обл., г. Ярославль, ул. Кривова, д.4;Хелашвили Ольга Викторовна;4852;441925;yarsch035@yandex.ru;http://school35.edu.yar.ru;26;29,2;100;26;15,4;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.58357;39.87529
760612;г. Ярославль;66;"Муниципальное общеобразовательное учреждение ""Средняя школа № 66""";150030, Ярославская обл., г. Ярославль, Суздальское шоссе, д.15;Чернецова Светлана Борисовна;4852;446665;yarsch066@yandex.ru;http://school66.edu.yar.ru;35;30,5;100;35;17,8;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.597574;39.879297
760613;г. Ярославль;68;"Муниципальное общеобразовательное учреждение ""Средняя школа № 68""";150035, Ярославская обл., г. Ярославль, ул. Калинина, д.37а;Голубева Маргарита Алексеевна;4852;456876;yarsch068@yandex.ru;http://school68.edu.yar.ru;44;32,9;100;44;19,4;97,7;21;68,1;100;20;40,6;80;20;4,3;100;3;44;100;5;50,2;80;2;59,5;100;6;59;100;4;49,8;75;-;-;-;-;-;-;14;51,8;85,7;-;-;-;57.570377;39.868499
760614;г. Ярославль;73;"Муниципальное общеобразовательное учреждение ""Основная школа № 73""";150010, Ярославская обл., г. Ярославль, Индустриальный пер., д.10;Буева Елена Викторовна;4852;467248;yarsch073@yandex.ru;http://school73.edu.yar.ru;16;27,8;100;16;16,4;93,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.5502;39.936942
760615;г. Ярославль;78;"муниципальное общеобразовательное учреждение ""Средняя школа № 78""";150010, Ярославская обл., г. Ярославль, ул. Пирогова, д.12;Дмитриева Елена Владимировна ;4852;412960;yarsch078@yandex.ru;http://school78.edu.yar.ru;15;28,6;100;15;13,9;93,3;25;65,6;100;18;36,8;55,6;25;4;96;7;42,1;100;3;39,7;66,7;2;27;0;5;58,8;100;-;-;-;1;66;100;-;-;-;17;48,1;82,4;1;60;100;57.553083;39.933232
